127.0.0.1 - - [18/Jan/2023:12:51:18 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:51 +0530] "GET /fonts/fontawesome-webfont.ttf?v=4.3.0 HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7404
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/asset/css/bootstrap.min.css HTTP/1.1" 200 164309
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/lib/chart/chart.min.js HTTP/1.1" 200 194890
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/lib/owlcarousel/assets/owl.carousel.min.css HTTP/1.1" 200 2936
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/lib/easing/easing.min.js HTTP/1.1" 200 2302
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/asset/css/style.css HTTP/1.1" 200 4998
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/lib/tempusdominus/css/tempusdominus-bootstrap-4.min.css HTTP/1.1" 200 9060
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/lib/waypoints/waypoints.min.js HTTP/1.1" 200 9028
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/lib/tempusdominus/js/moment.min.js HTTP/1.1" 200 326657
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/lib/owlcarousel/owl.carousel.min.js HTTP/1.1" 200 42766
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/lib/tempusdominus/js/moment-timezone.min.js HTTP/1.1" 200 32832
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/lib/tempusdominus/js/tempusdominus-bootstrap-4.min.js HTTP/1.1" 200 56879
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:53 +0530] "GET /online/asset/js/main.js HTTP/1.1" 200 5590
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:37:54 +0530] "GET /online/img/favicon.ico HTTP/1.1" 404 781
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:40:13 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7288
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:40:13 +0530] "GET /online/images.png HTTP/1.1" 200 3887
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:40:32 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7302
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:40:54 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7302
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:41:18 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7334
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:41:31 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7320
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:41:49 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7332
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:45:11 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7334
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:46:20 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7339
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:46:20 +0530] "GET /online/download(1).jpg HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:47:03 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7339
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:47:03 +0530] "GET /online/download(1).jpg HTTP/1.1" 404 777
127.0.0.1 - - [18/Jan/2023:22:47:29 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:47:33 +0530] "GET /online/aboutus.jsp HTTP/1.1" 200 4569
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:47:33 +0530] "GET /online/download.png HTTP/1.1" 200 2024
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:48:19 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7340
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:48:19 +0530] "GET /online/download%20(1).jpg HTTP/1.1" 404 780
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:49:37 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7332
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:49:37 +0530] "GET /online/imgg.jpg HTTP/1.1" 200 6694
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:50:56 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7331
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:50:56 +0530] "GET /online/pix.jpg HTTP/1.1" 200 4090938
0:0:0:0:0:0:0:1 - - [18/Jan/2023:22:52:31 +0530] "GET /online/admindash.jsp HTTP/1.1" 200 7400
